Inference Time (ms/sample),Dataset,Model,Accuracy,Precision,Recall,F1-Score,ROC AUC,PR AUC,fpr,tpr,auc,optimal_threshold,confusion_matrix,normalized_confusion_matrix
0.0,CICIDS2017,Decision_Tree,0.9615220617079702,0.9512992428032956,0.9728466655295923,0.9619523054609236,0.9824039880263236,0.9709342516489207,"[0.0, 0.00044344385318597355, 0.0008527766407422567, 0.0008527766407422567, 0.001876108609632965, 0.002762996316004912, 0.0027971073816346025, 0.0028312184472642924, 0.0032064401691908853, 0.003376995497339337, 0.003411106562969027, 0.003411106562969027, 0.003411106562969027, 0.0036839950880065493, 0.011700095510983763, 0.04792604720971483, 0.04792604720971483, 0.048505935325419566, 0.048505935325419566, 0.048505935325419566, 0.04894937917860554, 0.04905171237549461, 0.04905171237549461, 0.0498021558193478, 0.05079137672260881, 0.06259380543048165, 0.0673352435530086, 0.06750579888115704, 0.06760813207804611, 0.06951835175330877, 0.07040523945968072, 0.07497612225405921, 0.0750443443853186, 0.07514667758220767, 0.07535134397598581, 0.07555601036976395, 0.07569245463228272, 0.0760676763542093, 0.07613589848546869, 0.08473188702415063, 0.10895074362123072, 0.10990585345886206, 0.11017874198389958, 0.11331696002183109, 0.11962750716332378, 0.1227316141356256, 0.12300450266066312, 0.14006003547550824, 0.1409469231818802, 0.14115158957565835, 0.16564333469777595, 0.16711011051985264, 0.16755355437303862, 0.19334151998908447, 0.1963774048301269, 0.19695729294583164, 0.2036771728748806, 0.20568972574703234, 0.20974894255696547, 0.22915813890025924, 0.2342065766134534, 0.2630304270705417, 0.27759585209441945, 0.2852367307954701, 0.31829035339063994, 0.34585209441942966, 0.41543866830399784, 1.0]","[0.0, 0.011461709022684632, 0.1424185570527034, 0.16882142247995907, 0.3174825174825175, 0.39362101313320824, 0.39447381886406274, 0.3965205526181136, 0.40787992495309566, 0.40917618966399455, 0.4094149752686338, 0.40951731195633634, 0.41125703564727956, 0.41347433054750127, 0.5250895446017397, 0.9610097219853317, 0.9614190687361419, 0.9684803001876172, 0.9685826368753198, 0.968616749104554, 0.9716186252771618, 0.9716868497356302, 0.9718232986525669, 0.9728466655295923, 0.9734947978850418, 0.9813747228381374, 0.9848882824492581, 0.9849223946784922, 0.9849223946784922, 0.9859116493262835, 0.986389220535562, 0.9885724032065496, 0.9885724032065496, 0.9887088521234862, 0.9888111888111888, 0.988845301040423, 0.9888794132696572, 0.9888794132696572, 0.9888794132696572, 0.9905850247313662, 0.9937915742793791, 0.9939280231963159, 0.9941668088009551, 0.9944055944055944, 0.9949855023025754, 0.9951219512195122, 0.9951560634487464, 0.9964523281596452, 0.9964864403888795, 0.9964864403888795, 0.9977485928705441, 0.9979532662459492, 0.9979532662459492, 0.9987378475183353, 0.9989084086645063, 0.9989084086645063, 0.9989766331229746, 0.9989766331229746, 0.9990789698106771, 0.9991471942691454, 0.9992154187276139, 0.9993859798737847, 0.9994883165614873, 0.9995565410199556, 0.9995906532491898, 0.999624765478424, 0.999624765478424, 1.0]",0.9824039880263236,0.5217354825054,"[[27856, 1460], [796, 28519]]","[[0.9501978441806522, 0.0498021558193478], [0.02715333447040764, 0.9728466655295923]]"
